,DBC,TIP,TLT,VEA,VNQ,VNQI,VTI,VWO
2001-06-08,,,,,,,116.4,
2001-06-15,,,,,,,111.3,
2001-06-22,,,,,,,112.3,
2001-06-29,,,,,,,113.0,
2001-07-06,,,,,,,109.0,
2001-07-13,,,,,,,111.5,
2001-07-20,,,,,,,111.0,
2001-07-27,,,,,,,110.5,
2001-08-03,,,,,,,111.3,
2001-08-10,,,,,,,109.0,
2001-08-17,,,,,,,106.7,
2001-08-24,,,,,,,108.7,
2001-08-31,,,,,,,104.4,
2001-09-07,,,,,,,99.5,
2001-09-10,,,,,,,100.3,
2001-09-21,,,,,,,88.55,
2001-09-28,,,,,,,94.95,
2001-10-05,,,,,,,97.3,
2001-10-12,,,,,,,99.33,
2001-10-19,,,,,,,97.76,
2001-10-26,,,,,,,100.7,
2001-11-02,,,,,,,99.1,
2001-11-09,,,,,,,102.1,
2001-11-16,,,,,,,104.0,
2001-11-23,,,,,,,104.9,
2001-11-30,,,,,,,104.3,
2001-12-07,,,,,,,107.1,
2001-12-14,,,,,,,103.6,
2001-12-21,,,,,,,105.6,
2001-12-28,,,,,,,106.9,
2002-01-04,,,,,,,108.1,
2002-01-11,,,,,,,105.8,
2002-01-18,,,,,,,104.0,
2002-01-25,,,,,,,104.7,
2002-02-01,,,,,,,103.9,
2002-02-08,,,,,,,101.3,
2002-02-15,,,,,,,102.2,
2002-02-22,,,,,,,100.6,
2002-03-01,,,,,,,104.7,
2002-03-08,,,,,,,107.9,
2002-03-15,,,,,,,107.9,
2002-03-22,,,,,,,106.8,
2002-03-28,,,,,,,106.1,
2002-04-05,,,,,,,104.5,
2002-04-12,,,,,,,103.9,
2002-04-19,,,,,,,105.2,
2002-04-26,,,,,,,100.6,
2002-05-03,,,,,,,100.8,
2002-05-10,,,,,,,99.0,
2002-05-17,,,,,,,103.7,
2002-05-24,,,,,,,101.4,
2002-05-31,,,,,,,99.95,
2002-06-07,,,,,,,96.71,
2002-06-14,,,,,,,94.48,
2002-06-21,,,,,,,93.01,
2002-06-28,,,,,,,92.8,
2002-07-05,,,,,,,92.39,
2002-07-12,,,,,,,86.45,
2002-07-19,,,,,,,79.7,
2002-07-26,,,,,,,80.0,
2002-08-02,,,83.85,,,,80.95,
2002-08-09,,,84.88,,,,84.8,
2002-08-16,,,85.06,,,,86.75,
2002-08-23,,,85.9,,,,88.15,
2002-08-30,,,87.08,,,,85.71,
2002-09-06,,,87.46,,,,84.2,
2002-09-13,,,88.78,,,,83.6,
2002-09-20,,,89.3,,,,79.54,
2002-09-27,,,90.04,,,,78.01,
2002-10-04,,,89.51,,,,75.32,
2002-10-11,,,88.38,,,,78.23,
2002-10-18,,,85.37,,,,82.37,
2002-10-25,,,85.38,,,,83.84,
2002-11-01,,,85.98,,,,84.2,
2002-11-08,,,88.44,,,,83.4,
2002-11-15,,,87.11,,,,85.0,
2002-11-22,,,86.04,,,,87.1,
2002-11-29,,,85.55,,,,87.44,
2002-12-06,,,86.17,,,,85.52,
2002-12-13,,,86.53,,,,83.5,
2002-12-20,,,87.38,,,,84.07,
2002-12-27,,,89.03,,,,82.0,
2003-01-03,,,86.48,,,,84.95,
2003-01-10,,,85.54,,,,86.64,
2003-01-17,,,86.95,,,,84.6,
2003-01-24,,,87.97,,,,80.97,
2003-01-31,,,88.06,,,,80.34,
2003-02-07,,,88.42,,,,77.9,
2003-02-14,,,87.81,,,,78.08,
2003-02-21,,,88.3,,,,79.66,
2003-02-28,,,90.47,,,,79.1,
2003-03-07,,,90.56,,,,77.99,
2003-03-14,,,89.96,,,,78.6,
2003-03-21,,,86.05,,,,84.0,
2003-03-28,,,87.75,,,,81.16,
2003-04-04,,,87.05,,,,82.29,
2003-04-11,,,87.26,,,,81.39,
2003-04-17,,,87.99,,,,83.79,
2003-04-25,,,88.92,,,,84.33,
2003-05-02,,,88.32,,,,87.35,
2003-05-09,,,90.58,,,,87.95,
2003-05-16,,,93.72,,,,89.09,
2003-05-23,,,95.85,,,,88.22,
2003-05-30,,,94.6,,,,91.27,
2003-06-06,,,94.14,,,,93.8,
2003-06-13,,,97.18,,,,93.78,
2003-06-20,,,93.75,,,,94.3,
2003-06-27,,,92.07,,,,92.51,
2003-07-03,,,90.6,,,,93.5,
2003-07-11,,,90.79,,,,95.01,
2003-07-18,,,87.7,,,,94.5,
2003-07-25,,,85.56,,,,95.06,
2003-08-01,,,82.51,,,,93.51,
2003-08-08,,,83.66,,,,93.01,
2003-08-15,,,82.0,,,,94.45,
2003-08-22,,,83.37,,,,95.3,
2003-08-29,,,83.65,,,,96.86,
2003-09-05,,,84.07,,,,98.31,
2003-09-12,,,84.68,,,,98.07,
2003-09-19,,,85.63,,,,99.64,
2003-09-26,,,87.48,,,,95.86,
2003-10-03,,,85.29,,,,98.92,
2003-10-10,,,84.55,,,,99.84,
2003-10-17,,,83.54,,,,99.97,
2003-10-24,,,85.27,,,,98.79,
2003-10-31,,,85.19,,,,101.28,
2003-11-07,,,83.5,,,,101.75,
2003-11-14,,,85.92,,,,101.64,
2003-11-21,,,86.5,,,,100.02,
2003-11-28,,,85.13,,,,102.8,
2003-12-05,,,85.8,,,,102.73,
2003-12-12,,102.09,85.51,,,,103.9,
2003-12-19,,102.12,87.07,,,,104.85,
2003-12-26,,102.25,86.98,,,,105.3,
2004-01-02,,101.49,84.44,,,,106.53,
2004-01-09,,102.46,86.95,,,,108.1,
2004-01-16,,103.08,87.61,,,,109.92,
2004-01-23,,102.85,87.38,,,,110.39,
2004-01-30,,102.95,87.04,,,,109.24,
2004-02-06,,103.43,87.38,,,,110.23,
2004-02-13,,104.29,87.8,,,,110.84,
2004-02-20,,103.55,87.34,,,,110.55,
2004-02-27,,105.16,88.66,,,,110.77,
2004-03-05,,106.38,89.64,,,,112.35,
2004-03-12,,106.3,90.28,,,,108.89,
2004-03-19,,106.84,90.43,,,,107.6,
2004-03-26,,106.93,89.78,,,,107.76,
2004-04-02,,104.8,86.71,,,,110.84,
2004-04-08,,103.84,86.05,,,,110.65,
2004-04-16,,103.43,84.56,,,,109.72,
2004-04-23,,101.46,84.04,,,,110.52,
2004-04-30,,101.26,83.64,,,,106.85,
2004-05-07,,99.85,81.32,,,,105.98,
2004-05-14,,100.83,81.31,,,,105.46,
2004-05-21,,101.88,81.74,,,,105.39,
2004-05-28,,102.75,83.1,,,,108.4,
2004-06-04,,101.15,81.5,,,,108.58,
2004-06-10,,100.61,81.48,,,,109.61,
2004-06-18,,101.3,82.58,,,,109.45,
2004-06-25,,101.34,83.13,,,,110.27,
2004-07-02,,102.92,84.35,,,,108.87,
2004-07-09,,102.41,84.38,,,,107.43,
2004-07-16,,102.85,85.49,,,,106.35,
2004-07-23,,102.48,84.95,,,,104.5,
2004-07-30,,102.33,84.59,,,,106.3,
2004-08-06,,103.45,86.42,,,,102.25,
2004-08-13,,104.39,86.64,,,,102.26,
2004-08-20,,104.08,86.54,,,,105.88,
2004-08-27,,103.66,86.82,,,,106.75,
2004-09-03,,103.45,86.66,,,,107.4,
2004-09-10,,103.49,87.1,,,,108.64,
2004-09-17,,103.48,87.92,,,,109.13,
2004-09-24,,103.89,89.43,,,,107.69,
2004-10-01,,103.7,87.45,,,,109.5,
2004-10-08,,104.05,87.95,,51.35,,108.59,
2004-10-15,,104.72,88.67,,52.38,,107.43,
2004-10-22,,105.5,89.82,,52.24,,106.5,
2004-10-29,,105.33,89.44,,53.1,,109.7,
2004-11-05,,104.71,87.81,,52.98,,113.16,
2004-11-12,,104.73,87.87,,55.2,,115.1,
2004-11-19,,105.3,88.26,,53.62,,113.95,
2004-11-26,,105.43,88.25,,55.1,,115.4,
2004-12-03,,105.0,87.44,,56.54,,116.35,
2004-12-10,,105.6,88.85,,57.13,,116.0,
2004-12-17,,106.15,88.75,,57.15,,117.2,
2004-12-23,,106.72,88.59,,56.32,,118.65,
2004-12-31,,105.81,88.55,,56.55,,118.05,
2005-01-07,,104.83,88.54,,53.51,,115.02,
2005-01-14,,105.65,90.17,,53.2,,114.9,
2005-01-21,,105.75,91.01,,53.65,,113.82,
2005-01-28,,105.76,91.45,,51.77,,113.94,
2005-02-04,,105.8,92.65,,53.55,,117.15,
2005-02-11,,106.676,92.79,,54.41,,117.55,
2005-02-18,,106.0,90.86,,54.46,,117.2,
2005-02-25,,105.65,91.0,,53.5,,118.09,
2005-03-04,,105.85,90.51,,54.85,,119.39,
2005-03-11,,104.5,88.43,,53.01,,117.26,
2005-03-18,,105.16,88.67,,53.41,,116.1,48.76
2005-03-24,,104.3,88.27,,51.5,,114.25,46.8
2005-04-01,,105.17,89.3,,51.85,,114.37,47.25
2005-04-08,,104.75,88.95,,52.0,,115.0,47.65
2005-04-15,,106.3,91.09,,52.7,,111.1,45.52
2005-04-22,,106.96,91.47,,53.15,,112.2,46.28
2005-04-29,,106.9,92.44,,54.81,,112.33,46.1
2005-05-06,,105.99,91.06,,54.9,,113.98,47.85
2005-05-13,,106.52,92.8,,55.3,,112.36,46.34
2005-05-20,,106.83,93.44,,57.47,,116.0,47.2
2005-05-27,,106.82,93.84,,56.15,,117.01,47.86
2005-06-03,,107.05,95.25,,57.2,,117.16,48.0
2005-06-10,,106.22,94.89,,58.3,,117.62,48.33
2005-06-17,,106.16,94.33,,59.91,,119.51,50.07
2005-06-24,,107.0,96.39,,58.93,,117.05,49.0
2005-07-01,,105.84,95.2,,59.2,,117.6,49.53
2005-07-08,,105.04,94.63,,60.88,,119.5,49.5
2005-07-15,,103.95,93.97,,60.48,,120.92,50.96
2005-07-22,,104.25,93.55,,61.25,,121.68,52.23
2005-07-29,,103.91,93.11,,62.89,,122.3,52.5
2005-08-05,,102.8,91.66,,59.93,,120.95,53.0
2005-08-12,,103.59,93.31,,59.33,,121.19,54.21
2005-08-19,,104.15,93.78,,59.15,,120.5,52.7
2005-08-26,,104.56,94.47,,59.12,,119.0,52.3
2005-09-02,,105.75,95.16,,60.72,,120.65,54.27
2005-09-09,,105.47,94.0,,61.8,,122.85,55.7
2005-09-16,,105.0,92.1,,61.25,,122.46,56.06
2005-09-23,,105.16,92.61,,59.34,,120.31,55.89
2005-09-30,,105.27,92.2,,60.45,,121.34,57.63
2005-10-07,,104.05,91.84,,57.65,,118.02,55.22
2005-10-14,,103.68,90.23,,56.94,,116.86,54.05
2005-10-21,,104.22,91.43,,56.99,,116.48,52.98
2005-10-28,,103.3,89.61,,58.41,,117.96,53.35
2005-11-04,,102.7,88.12,,57.44,,120.58,55.8
2005-11-11,,103.06,89.49,,59.82,,122.15,56.77
2005-11-18,,103.18,90.14,,60.6,,123.58,57.7
2005-11-25,,103.65,90.51,,62.16,,125.57,58.48
2005-12-02,,101.94,89.5,,61.73,,125.56,59.47
2005-12-09,,101.86,89.54,,61.6,,125.04,59.79
2005-12-16,,102.57,90.7,,61.81,,125.74,60.2
2005-12-23,,103.15,91.8,,62.01,,125.89,61.93
2005-12-30,,102.8201,91.9,,59.56,,123.33,60.88
2006-01-06,,102.7,91.72,,62.26,,127.22,64.82
2006-01-13,,103.11,92.03,,62.31,,127.639,64.97
2006-01-20,,103.41,92.38,,62.22,,125.25,63.45
2006-01-27,,102.52,90.51,,63.93,,127.8,67.69
2006-02-03,,103.05,90.85,,63.34,,126.03,65.79
2006-02-10,,102.26,90.3,,63.16,,126.018,66.01
2006-02-17,22.9,102.72,90.95,,65.28,,127.96,67.04
2006-02-24,23.44,102.65,91.05,,65.47,,128.48,67.34
2006-03-03,23.88,102.49,89.33,,65.18,,128.4,66.97
2006-03-10,22.85,101.1,88.28,,67.04,,127.61,65.0
2006-03-17,23.32,101.89,88.85,,69.27,,130.2,67.19
2006-03-24,23.22,101.859,89.09,,67.55,,129.6,66.37
2006-03-31,23.94,100.65,86.54,,67.92,,129.67,67.28
2006-04-07,24.39,99.58,85.1,,65.38,,129.3,69.31
2006-04-13,25.05,99.08,84.44,,63.75,,128.53,68.92
2006-04-21,26.14,100.05,84.8,,66.0,,131.05,72.65
2006-04-28,25.62,99.9,83.83,,65.61,,130.91,72.53
2006-05-05,25.7,99.2,83.6,,66.03,,132.4,75.6
2006-05-12,26.85,99.3,82.65,,64.01,,128.87,72.17
2006-05-19,25.42,99.83,84.43,,63.09,,126.37,67.77
2006-05-26,26.05,100.1,84.21,,64.26,,127.52,66.49
2006-06-02,25.71,99.98,84.79,,65.76,,128.55,66.26
2006-06-09,25.12,99.69,85.72,,66.06,,125.0,59.31
2006-06-16,24.35,99.21,84.31,,65.24,,124.25,60.15
2006-06-23,24.39,98.61,83.42,,64.25,,123.91,60.3
2006-06-30,25.3,99.57,84.32,,66.3,,126.31,64.28
2006-07-07,25.75,99.06,84.29,,67.3,,125.6,64.04
2006-07-14,26.5,99.58,85.04,,66.28,,122.28,61.2
2006-07-21,25.49,99.79,85.33,,66.65,,122.25,61.37
2006-07-28,25.61,100.55,85.7,,69.11,,126.17,66.18
2006-08-04,26.05,100.98,86.32,,70.13,,126.52,65.19
2006-08-11,25.54,100.74,85.4,,67.62,,124.97,65.23
2006-08-18,24.81,101.27,86.77,,69.39,,128.84,67.11
2006-08-25,25.06,101.58,87.44,,69.96,,127.81,65.78
2006-09-01,24.95,101.0,87.76,,70.87,,129.81,67.36
2006-09-08,24.5,100.3,87.33,,71.34,,128.46,66.15
2006-09-15,23.3,100.15,87.46,,73.09,,130.68,66.51
2006-09-22,23.2,101.07,89.61,,71.65,,130.07,65.54
2006-09-29,23.95,101.15,89.41,,71.89,,131.47,67.16
2006-10-06,23.69,100.39,88.27,,73.42,,133.04,68.1
2006-10-13,24.15,99.34,87.16,,75.09,,135.03,69.8
2006-10-20,24.05,99.22,87.55,,75.1,,135.17,69.59
2006-10-27,24.6,100.25,88.87,,75.78,,136.2,69.75
2006-11-03,24.71,99.58,88.42,,73.49,,134.88,71.32
2006-11-10,24.76,100.56,89.86,,74.02,,136.76,72.9
2006-11-17,24.52,99.79,89.95,,75.45,,138.89,72.76
2006-11-24,25.09,100.35,90.62,,80.01,,139.31,74.83
2006-12-01,25.77,101.45,91.42,,79.84,,138.86,75.22
2006-12-08,25.1,100.61,90.24,,79.47,,140.26,76.46
2006-12-15,25.52,99.85,89.73,,78.35,,141.69,77.17
2006-12-22,24.75,99.35,89.39,,75.21,,139.2,75.81
2006-12-29,24.58,98.8,88.43,,77.0,,140.21,77.39
2007-01-05,23.2,99.02,89.22,,75.79,,139.12,74.9
2007-01-12,23.18,98.04,88.04,,79.11,,141.93,75.77
2007-01-19,22.95,98.44,87.99,,80.9,,141.55,76.65
2007-01-26,23.58,98.34,86.91,,82.42,,140.95,76.67
2007-02-02,24.21,98.88,87.2,,84.24,,143.82,78.2
2007-02-09,24.42,98.75,87.63,,85.6,,143.2,77.67
2007-02-16,24.49,99.46,88.64,,85.48,,144.99,79.72
2007-02-23,25.24,99.84,88.84,,83.91,,144.96,80.07
2007-03-02,24.8,101.06,90.16,,79.4,,138.1,73.18
2007-03-09,24.71,100.45,89.4,,80.3,,139.9,75.49
2007-03-16,24.25,100.98,89.85,,79.0,,138.4,74.61
2007-03-23,24.85,101.0,88.79,,81.21,,143.51,78.74
2007-03-30,25.3776,101.04,88.28,,79.35,,141.47,78.87
